Gene_Name	Num_Chr	txStart	txEnd
LRRIQ3	1	74491704	74663871
LRRIQ4	3	169539710	169555558
LRRK1	15	101459460	101610315
LRRK2	12	40618813	40763084
LRRN1	3	3841121	3889386
LRRN2	1	204586303	204654597
LRRN3	7	110731062	110765507
LRRN4	20	6021425	6034694
LRRN4CL	11	62453876	62457200
LRRTM1	2	80515481	80531487
LRRTM2	5	138205079	138211057
LRRTM3	10	68685792	68860867
LRRTM4	2	76974858	77749502
LRSAM1	9	130213792	130265778
LRTM1	3	54952385	54962072
LRTM2	12	1929433	1945918
LRTOMT	11	71791382	71821827
LRWD1	7	102105390	102113610
LSAMP	3	115521222	115524018
LSG1	3	194361518	194393206
LSM1	8	38020861	38034169
LSM10	1	36859031	36863493
LSM11	5	157170755	157187717
LSM12	17	42112004	42144987
LSM14A	19	34663352	34720419
LSM14B	20	60697517	60710434
LSM2	6	31765176	31774743
LSM3	3	14220337	14239836
LSM4	19	18417718	18434001
LSM5	7	32524945	32534870
LSM6	4	147096835	147111212
LSM7	19	2321522	2328614
LSMD1	17	7760005	7761172
LSP1	11	1874200	1913492
LSR	19	35739559	35758865
LSS	21	47608361	47648738
LST1	6	31553971	31556685
LST-3TM12	12	20968608	21243038
LTA	6	31539876	31542098
LTA4H	12	96394611	96437298
LTB	6	31548337	31550202
LTB4R	14	24780705	24787061
LTB4R2	14	24778161	24781259
LTBP1	2	33172392	33624573
LTBP2	14	74964889	75079034
LTBP3	11	65306031	65326253
LTBP4	19	41099072	41135725
LTBR	12	6484595	6500732
LTC4S	5	179220986	179223512
LTF	3	46477497	46526724
LTK	15	41795840	41806085
LTV1	6	144164508	144184941
LUC7L	16	238970	279449
LUC7L2	7	139025105	139108198
LUC7L3	17	48796977	48830070
LUM	12	91497233	91505542
LUZP1	1	23410516	23504301
LUZP2	11	24518556	25104182
LUZP4	23	114524292	114542119
LUZP6	7	135611505	135662204
LXN	3	158384204	158390482
LY6D	8	143866298	143868008
LY6E	8	144099902	144103827
LY6G5B	6	31638728	31640227
LY6G5C	6	31644461	31651817
LY6G6C	6	31686426	31689510
LY6G6D	6	31683133	31685581
LY6G6E	6	31679753	31681842
LY6G6F	6	31674684	31685581
LY6H	8	144239332	144242053
LY6K	8	143781529	143785582
LY75	2	160625141	160761262
LY86	6	6588934	6655216
LY9	1	160765928	160798043
LY96	8	74903587	74941305
LYAR	4	4269431	4291896
LYG1	2	99900702	99921218
LYG2	2	99858711	99871570
LYL1	19	13209848	13213681
LYN	8	56792386	56923936
LYNX1	8	143845758	143859640
LYPD1	2	133402338	133429070
LYPD2	8	143831629	143833952
LYPD3	19	43964946	43969831
LYPD4	19	42341150	42348508
LYPD5	19	44300080	44324808
LYPD6	2	150187113	150330137
LYPD6B	2	149894981	150071772
LYPLA1	8	54958939	55014577
LYPLA2	1	24117646	24122027
LYPLA2P1	6	33332515	33334139
LYPLAL1	1	219347192	219386206
LYRM1	16	20911557	20936326
LYRM2	6	90277863	90348474
LYRM4	6	5108654	5261168
LYRM5	12	25348150	25357948
LYRM7	5	130506641	130541119
LYSMD1	1	151132225	151138424
LYSMD2	15	52015262	52043650
LYSMD3	5	89811447	89825401
LYSMD4	15	100255906	100273626
LYST	1	235824345	236046940
LYVE1	11	10579413	10590365
LYZ	12	69742134	69748013
LYZL1	10	29577990	29600157
LYZL2	10	30900709	30918647
LYZL4	3	42438577	42452065
LYZL6	17	34261525	34270671
LZIC	1	9989778	10003427
LZTFL1	3	45865446	45957534
LZTR1	22	21333751	21353325
LZTS1	8	20103677	20112803
LZTS2	10	102756965	102767585
M6PR	12	9092965	9102252
MAB21L1	13	36048320	36050832
MAB21L2	4	151503077	151505843
MACC1	7	20174288	20257013
MACF1	1	39547118	39952789
MACROD1	11	63766031	63933585
MACROD2	20	13976146	16033839
MAD1L1	7	1855428	2272583
MAD2L1	4	120980579	120988013
MAD2L1BP	6	43597279	43608686
MAD2L2	1	11734538	11751678
MADCAM1	19	496490	505342
MADD	11	47290927	47351582
MAEA	4	1283672	1333924
MAEL	1	166958519	166991447
MAF	16	79627746	79634622
MAF1	8	145159305	145162515
MAFA	8	144511515	144512576
MAFB	20	39314519	39317876
MAFF	22	38597939	38612515
MAFG	17	79876147	79885588
MAFK	7	1570368	1582678
MAG	19	35783038	35820133
MAGEA1	23	152481522	152486116
MAGEA10	23	151302907	151307025
MAGEA11	23	148769903	148798926
MAGEA12	23	151895980	151903172
MAGEA2	23	151867245	151887095
MAGEA3	23	151934653	151938240
MAGEA4	23	151080996	151093640
MAGEA5	23	151282529	151286444
MAGEA6	23	151867245	151870814
MAGEA8	23	149009996	149014608
MAGEA9B	23	148863600	148869397
MAGEB1	23	30261848	30270154
MAGEB10	23	27826125	27840762
MAGEB16	23	35816459	35821852
MAGEB18	23	26156463	26158852
MAGEB2	23	30233675	30238204
MAGEB3	23	30248553	30255607
MAGEB4	23	30260169	30262306
MAGEB6	23	26210557	26213762
MAGEC1	23	140991680	140997182
MAGEC2	23	141290130	141293076
MAGEC3	23	140926102	140985617
MAGED1	23	51546155	51645448
MAGED2	23	54834171	54842445
MAGED4	23	51932648	51935362
MAGED4B	23	51927919	51935362
MAGEE1	23	75648117	75651744
MAGEE2	23	75002823	75005071
MAGEF1	3	184428156	184429836
MAGEH1	23	55478538	55479998
MAGEL2	15	23888698	23891175
MAGI1	3	65339907	66024509
MAGI2	7	77646375	79082890
MAGI3	1	113933475	114228535
MAGIX	23	49019181	49023836
MAGOH	1	53692564	53704207
MAGOHB	12	10756794	10766183
MAGT1	23	77081864	77151065
MAK	6	10762957	10838760
MAK16	8	33342685	33358777
MAL	2	95691479	95719735
MAL2	8	120220610	120257911
MALAT1	11	65265233	65273937
MALL	2	110841452	110874143
MALT1	18	56338618	56417370
MAMDC2	9	72658497	72841888
MAMDC4	9	139746819	139755249
MAML1	5	179159851	179223512
MAML2	11	95711440	96076344
MAML3	4	140637546	141075233
MAMLD1	23	149529836	149682446
MAMSTR	19	49216255	49222976
MAN1A1	6	119499267	119670926
MAN1A2	1	117910085	118068320
MAN1B1	9	139981417	140003639
MAN1C1	1	25943959	26111258
MAN2A1	5	109025156	109203429
MAN2A2	15	91446566	91465814
MAN2B1	19	12757322	12777591
MAN2B2	4	6576902	6624188
MAN2C1	15	75648135	75660941
MANBA	4	103552644	103682151
MANBAL	20	35918051	35945661
MANEA	6	96025413	96057326
MANEAL	1	38259774	38267278
MANF	3	51422703	51426827
MANSC1	12	12482218	12503169
MAOA	23	43515409	43606067
MAOB	23	43625858	43741721
MAP1A	15	43809806	43823817
MAP1B	5	71403118	71505396
MAP1D	2	172864804	172945586
MAP1LC3A	20	33134692	33148149
MAP1LC3B	16	87425801	87438379
MAP1LC3B2	12	116997186	117014425
MAP1LC3C	1	242158792	242162385
MAP1S	19	17830303	17845324
MAP2	2	210288771	210598834
MAP2K1	15	66679211	66783881
MAP2K2	19	4090329	4124126
MAP2K3	17	21187968	21218549
MAP2K4	17	11924135	12047050
MAP2K5	15	67835021	68099451
MAP2K6	17	67410838	67538462
MAP2K7	19	7968765	7979362
MAP3K1	5	56110900	56191976
MAP3K10	19	40697651	40721481
MAP3K11	11	65365227	65381720
MAP3K12	12	53874280	53893271
MAP3K13	3	185000754	185200624
MAP3K14	17	43340488	43394414
MAP3K15	23	19378174	19500394
MAP3K2	2	128062139	128100805
MAP3K3	17	61699775	61773669
MAP3K4	6	161412822	161538416
MAP3K5	6	136878188	137113656
MAP3K6	1	27681670	27693337
MAP3K7	6	91225353	91296907
MAP3K8	10	30722866	30750761
MAP3K9	14	71194856	71275888
MAP4	3	47892180	48130769
MAP4K1	19	39078281	39108643
MAP4K2	11	64556610	64570713
MAP4K3	2	39476423	39664219
MAP4K4	2	102314488	102511151
MAP4K5	14	50885247	50999376
MAP6	11	75297964	75379479
MAP6D1	3	183533664	183543393
MAP7	6	136663873	136871792
MAP7D1	1	36621803	36646436
MAP7D2	23	20025229	20135016
MAP7D3	23	135295381	135338641
MAP9	4	156263814	156298122
MAPK1	22	22113949	22221970
MAPK10	4	86937633	87515263
MAPK11	22	50702143	50709340
MAPK12	22	50688492	50700089
MAPK13	6	36098262	36107841
MAPK14	6	35995454	36079012
MAPK15	8	144798507	144804631
MAPK1IP1L	14	55518362	55536912
MAPK3	16	30125427	30134630
MAPK4	18	48086484	48258195
MAPK6	15	52311411	52358461
MAPK7	17	19281034	19286856
MAPK8	10	49514690	49643182
MAPK8IP1	11	45907202	45928015
MAPK8IP2	22	51039131	51049978
MAPK8IP3	16	1756221	1820317
MAPK9	5	179660597	179719071
MAPKAP1	9	128199674	128469513
MAPKAPK2	1	206858289	206907626
MAPKAPK3	3	50649339	50686719
MAPKAPK5	12	112280279	112331227
MAPKBP1	15	42066632	42120051
MAPKSP1	4	100799495	100815703
MAPRE1	20	31407699	31438210
MAPRE2	18	32556892	32722377
MAPRE3	2	27193525	27250086
MAPT	17	43971750	44105697
MARCKS	6	114178527	114184650
MARCKSL1	1	32799441	32801834
MARCO	2	119699745	119752236
MARK1	1	220701568	220837798
MARK2	11	63606400	63678491
MARK3	14	103851701	103970164
MARK4	19	45754842	45808541
MARS	12	57881077	57911334
MARS2	2	198570087	198573113
MARVELD1	10	99473481	99477905
MARVELD2	5	68710943	68739836
MARVELD3	16	71660070	71675866
MAS1	6	160327974	160329105
MAS1L	6	29454545	29455679
MASP1	3	186935938	187009752
MASP2	1	11086581	11107285
MAST1	19	12944765	12985765
MAST2	1	46269285	46501797
MAST3	19	18208603	18262498
MAST4	5	65892176	66463092
MASTL	10	27443717	27475848
MAT1A	10	82031577	82049434
MAT2A	2	85766288	85772401
MAT2B	5	162930231	162946333
MATK	19	3777968	3801810
MATN1	1	31184126	31196432
MATN2	8	98881311	99048944
MATN3	2	20191814	20212455
MATN4	20	43922087	43937169
MATR3	5	138609778	138666128
MAVS	20	3827449	3856761
MAX	14	65472892	65569227
MAZ	16	29817426	29822877
MB	22	36002812	36019401
MBD1	18	47793256	47808144
MBD2	18	51680575	51751158
MBD3	19	1576678	1592710
MBD3L1	19	8953269	8954016
MBD3L2	19	7049351	7051746
MBD3L5	19	7030594	7033021
MBD4	3	129149793	129158852
MBD5	2	148778589	149271042
MBD6	12	57916659	57923931
MBIP	14	36767764	36789882
MBL1P	10	81664654	81710783
MBL2	10	54525141	54531460
MBLAC1	7	99724320	99726119
MBLAC2	5	89754022	89770585
MBNL1	3	151985829	152183568
MBNL2	13	97874574	98046372
MBNL3	23	131512179	131623995
MBOAT1	6	20100935	20212670
MBOAT2	2	8996701	9143876
MBOAT4	8	29989188	30002200
MBOAT7	19	54677107	54693733
MBP	18	74690790	74844774
MBTD1	17	49254788	49337514
MBTPS1	16	84087371	84150517
MBTPS2	23	21857656	21903540
MC1R	16	89984287	89987384
MC2R	18	13882043	13915535
MC3R	20	54823788	54824871
MC4R	18	58038564	58040001
MC5R	18	13825765	13826740
MCAM	11	119179235	119187840
MCART1	9	37877572	37904350
MCART2	18	29339659	29340843
MCART3P	6	66497772	66499375
MCART6	23	103343899	103401708
MCAT	22	43528212	43539403
MCC	5	112357797	112824527
MCCC1	3	182733008	182833860
MCCC2	5	70883115	70954528
MCCD1	6	31496739	31498008
MCEE	2	71336806	71357394
MCF2	23	138663930	138790381
MCF2L	13	113622757	113752863
MCF2L2	3	182895831	183145855
MCFD2	2	47129017	47168878
MCHR1	22	41075182	41078817
MCHR2	6	100367786	100442114
MCL1	1	150547037	150552136
MCM10	10	13203581	13253100
MCM2	3	127317253	127341274
MCM3	6	52128812	52149582
MCM3AP	21	47655048	47705236
MCM3APAS	21	47649158	47671743
MCM4	8	48873494	48890068
MCM5	22	35796116	35820494
MCM6	2	136597204	136634011
MCM7	7	99690404	99699427
MCM8	20	5931298	5975829
MCM9	6	119231764	119256303
MCOLN1	19	7587512	7598861
MCOLN2	1	85391267	85462796
MCOLN3	1	85483766	85514169
MCPH1	8	6264121	6506025
MCRS1	12	49952086	49961911
MCTP1	5	94042289	94620279
MCTP2	15	94774801	95027180
MCTS1	23	119737744	119755011
MDC1	6	30667585	30685458
MDFI	6	41604930	41621981
MDFIC	7	114562209	114659263
MDGA1	6	37600284	37665766
MDGA2	14	47308830	48143988
MDH1	2	63816122	63834328
MDH1B	2	207598943	207630050
MDH2	7	75677393	75695928
MDK	11	46402334	46405374
MDM1	12	68688346	68726161
MDM2	12	69201971	69239211
MDM4	1	204485511	204677661
MDN1	6	90353231	90529442
MDP1	14	24681945	24685241
MDS2	1	23907985	23967056
ME1	6	83920112	84140779
ME2	18	48405435	48474258
ME3	11	86152152	86383678
MEA1	6	42948082	42981660
MEAF6	1	37958176	37980364
MECOM	3	168801287	169381563
MECP2	23	153287264	153363188
MECR	1	29519385	29557454
MED1	17	37560540	37607527
MED10	5	6372040	6378639
MED11	17	4634723	4636894
MED12	23	70338406	70362303
MED12L	3	150803451	151151809
MED13	17	60019967	60142643
MED13L	12	116396383	116714991
MED14	23	40508797	40595136
MED15	22	20861886	20941918
MED16	19	867962	893218
MED17	11	93517405	93546495
MED18	1	28655513	28662477
MED19	11	57471182	57479673
MED20	6	41873093	41888877
MED21	12	27175483	27182682
MED22	9	136207756	136214972
MED23	6	131895108	131949363
MED24	17	38175351	38210889
MED25	19	50321546	50342036
MED26	19	16589875	16739015
MED27	9	134735499	134955253
MED28	4	17616273	17629791
MED29	19	39881963	39891201
MED30	8	118532965	118552499
MED31	17	6546634	6554954
MED4	13	48627462	48669251
MED6	14	71050958	71067384
MED7	5	156565453	156569921
MED8	1	43849588	43855483
MED9	17	17380300	17396534
MEF2A	15	100106133	100256627
MEF2B	19	19256376	19281098
MEF2C	5	88014058	88199869
MEF2D	1	156433520	156470529
MEFV	16	3292028	3306627
MEG3	14	101292445	101327368
MEG8	14	101361107	101373305
MEGF10	5	126626456	126796908
MEGF11	15	66187634	66546075
MEGF6	1	3404513	3528059
MEGF8	19	42829761	42882920
MEGF9	9	123363091	123476612
MEI1	22	42095518	42195459
MEIG1	10	15001438	15014850
MEIS1	2	66662532	66799890
MEIS2	15	37183233	37393500
MEIS3	19	47906382	47922785
MEIS3P1	17	15690164	15693017
MELK	9	36572905	36677678
MEMO1	2	32092896	32264862
MEN1	11	64570996	64578766
MEOX1	17	41717767	41739262
MEOX2	7	15650839	15726308
MEP1A	6	46761094	46807519
MEP1B	18	29769987	29800364
MEPCE	7	100026440	100031740
MEPE	4	88754140	88767942
MERTK	2	112656191	112786945
MESDC1	15	81293295	81296344
MESDC2	15	81239670	81282205
MESP1	15	90293100	90294540
MESP2	15	90303822	90321980
MEST	7	130126046	130146129
MESTIT1	7	130126900	130131013
MET	7	116312459	116438439
METAP1	4	99916788	99983959
METAP2	12	95867822	95909611
METRN	16	765173	767478
METRNL	17	81037567	81052589
METT10D	17	2319350	2415200
METT11D1	14	21457965	21465192
METT5D1	11	28129798	28355054
METTL1	12	58162352	58165914
METTL10	10	126447406	126480439
METTL11A	9	132388435	132397879
METTL11B	1	170115188	170136923
METTL12	11	62432779	62435952
METTL13	1	171750761	171766855
METTL14	4	119606574	119632075
METTL2A	17	60501236	60527454
METTL2B	7	128116783	128142977
METTL3	14	21966283	21979457
METTL4	18	2537525	2571489
METTL5	2	170668270	170681420
METTL6	3	15422784	15469042
METTL7A	12	51318534	51326299
METTL7B	12	56075330	56078392
METTL8	2	172173915	172291312
METTL9	16	21610856	21668791
MEX3A	1	156041806	156051789
MEX3B	15	82334128	82338361
MEX3C	18	48700922	48723690
MEX3D	19	1554669	1568057
MFAP1	15	44096733	44116951
MFAP2	1	17301000	17308081
MFAP3	5	153418519	153437014
MFAP3L	4	170907750	170947429
MFAP4	17	19286757	19290503
MFAP5	12	8798540	8815433
MFF	2	228189978	228222547
MFGE8	15	89441916	89456663
MFHAS1	8	8641999	8751131
MFI2	3	196730157	196756686
MFN1	3	179065480	179111006
MFN2	1	12040238	12073571
MFNG	22	37865103	37882419
MFRP	11	119209652	119217383
MFSD1	3	158519912	158547504
MFSD10	4	2932290	2936586
MFSD11	17	74732272	74775336
MFSD2A	1	40420784	40435627
MFSD2B	2	24232953	24247141
MFSD3	8	145734552	145736589
MFSD4	1	205538112	205572045
MFSD5	12	53645437	53648188
MFSD6	2	191273081	191367041
MFSD6L	17	8700481	8702583
MFSD7	4	675619	682973
MFSD8	4	128838961	128887139
MFSD9	2	103333666	103353337
MGA	15	41913764	42062139
MGAM	7	141695679	141806546
MGAT1	5	180217543	180242541
MGAT2	14	50087489	50090198
MGAT3	22	39853325	39888197
MGAT4A	2	99235571	99347589
MGAT4B	5	179224600	179233952
MGAT4C	12	86373039	87232681
MGAT5	2	135011830	135206468
MGAT5B	17	74864798	74946470
MGC12916	17	14207057	14209061
MGC12982	1	47897808	47900313
MGC14436	12	110171131	110211292
MGC15885	15	62929371	62937380
MGC16025	2	240115027	240117153
MGC16121	23	133677408	133680741
MGC16142	7	92167789	92169077
MGC16275	17	72206141	72209460
MGC16384	12	129297749	129299295
MGC16703	22	21362504	21368576
MGC21881	9	41948516	41955076
MGC23270	14	105287538	105290055
MGC23284	16	88729781	88753592
MGC26647	7	88423421	88425031
MGC27382	1	78695283	78835145
MGC2752	19	59086766	59110850
MGC2889	3	192959568	192961760
MGC29506	5	138723258	138725605
MGC34034	6	134142285	134175130
MGC3771	16	3160461	3165599
MGC42105	5	43192327	43280951
MGC4473	1	168756179	168762120
MGC45800	4	183060159	183065668
MGC57346	17	43697712	43715327
MGC70857	8	145751603	145754458
MGC72080	7	97503667	97601638
MGC87042	7	22459066	22539798
MGEA5	10	103544200	103578700
MGLL	3	127407911	127542051
MGMT	10	131265454	131565783
MGP	12	15034827	15038828
MGRN1	16	4674826	4740974
MGST1	12	16500076	16523342
MGST2	4	140586922	140661899
MGST3	1	165600450	165624853
MIA	19	41277553	41289745
MIA2	14	39703125	39722573
MIA3	1	222791444	222841350
MIAT	22	27053484	27114949
MIB1	18	19284918	19450910
MIB2	1	1550884	1565984
MICA	6	31367561	31383090
MICAL1	6	109765268	109787171
MICAL2	11	12115543	12285329
MICAL3	22	18270418	18507325
MICALCL	11	12308447	12380691
MICALL1	22	38302346	38338025
MICALL2	7	1473996	1499109
MICB	6	31462658	31478898
MID1	23	10413597	10851809
MID1IP1	23	38660685	38665781
MID2	23	107069084	107174865
MIDN	19	1248552	1259139
MIER1	1	67390578	67454302
MIER2	19	305575	344791
MIER3	5	56215429	56267501
MIF	22	24236565	24237409
MIF4GD	17	73262310	73267303
MIIP	1	12079512	12092106
MIMT1	19	57352270	57359922
MINA	3	97660661	97691295
MINK1	17	4736683	4801355
MINPP1	10	89264223	89313168
MIOS	7	7606616	7647103
MIOX	22	50925213	50928750
MIP	12	56843885	56848429
MIPEP	13	24304329	24463559
MIPOL1	14	37667118	38016865
MIR100	11	122022937	122023016
MIR101-1	1	65524117	65524191
MIR101-2	9	4850297	4850375
MIR103-1	5	167987901	167987978
MIR103-1AS	5	167987909	167987970
MIR103-2	20	3898141	3898218
MIR103-2AS	20	3898149	3898210
MIR105-1	23	151560691	151560771
MIR105-2	23	151562884	151562964
MIR106A	23	133304228	133304308
MIR106B	7	99691616	99691697
MIR107	10	91352504	91352584
MIR10A	17	46657200	46657309
MIR10B	2	177015031	177015140
MIR1-1	20	61151513	61151583
MIR1178	12	120151439	120151529
MIR1179	15	89151338	89151428
MIR1180	17	19247819	19247887
MIR1181	19	10514134	10514214
MIR1182	1	231155574	231155670
MIR1183	7	21510676	21510764
MIR1184	23	154687178	154687276
MIR1185-1	14	101509314	101509399
MIR1185-2	14	101510535	101510620
MIR1197	14	101491901	101491988
MIR1-2	18	19408965	19409049
MIR1200	7	36958962	36959037
MIR1201	14	20794606	20794690
MIR1202	6	156267931	156268013
MIR1203	17	46233789	46233873
MIR1204	8	128808208	128808274
MIR1205	8	128972879	128972941
MIR1206	8	129021144	129021202
MIR1207	8	129061398	129061484
MIR1208	8	129162362	129162434
MIR122	18	56118306	56118390
MIR1224	3	183959193	183959277
MIR1225	16	2140196	2140285
MIR1226	3	47891045	47891119
MIR1227	19	2234061	2234148
MIR1228	12	57588287	57588359
MIR1229	5	179225278	179225346
MIR1231	1	201777739	201777830
MIR1233	15	34820491	34820572
MIR1234	8	145625476	145625559
MIR1236	6	31924616	31924717
MIR1237	11	64136074	64136175
MIR1238	19	10662798	10662880
MIR124-1	8	9760898	9760982
MIR124-2	8	65291706	65291814
MIR1243	4	114028019	114028111
MIR124-3	20	61809852	61809938
MIR1244	12	9392063	9392147
MIR1245	2	189842818	189842887
MIR1246	2	177465708	177465780
MIR1247	14	102026624	102026759
MIR1248	3	186504461	186504566
MIR1249	22	45596835	45596900
MIR1250	17	79106996	79107108
MIR1251	12	97885687	97885756
MIR1252	12	79813037	79813101
MIR1253	17	2651372	2651476
MIR1254	10	70519075	70519171
MIR1255A	4	102251459	102251571
MIR1255B-1	4	36427988	36428050
MIR1255B-2	1	167967898	167967964
MIR1256	1	21314807	21314925
MIR1257	20	60528602	60528718
MIR1258	2	180725563	180725635
MIR1259	20	47896847	47896957
MIR125A	19	52196507	52196592
MIR125B1	11	121970465	121970552
MIR125B2	21	17962557	17962645
MIR126	9	139565054	139565138
MIR1260	14	77732561	77732633
MIR1261	11	90602289	90602370
MIR1262	1	68649201	68649293
MIR1263	3	163889259	163889344
MIR1264	23	113887130	113887198
MIR1265	10	14478575	14478660
MIR1266	15	52569314	52569397
MIR1267	13	108183519	108183596
MIR1268	15	22513229	22513280
MIR1269	4	67142542	67142646
MIR127	14	101349316	101349412
MIR1270	19	20510081	20510163
MIR1271	5	175794949	175795034
MIR1272	15	65054586	65054714
MIR1273	8	101036210	101036312
MIR1274A	5	41475734	41475804
MIR1274B	19	58024375	58024441
MIR1275	6	33967749	33967828
MIR1276	15	86313727	86313809
MIR1277	23	117520357	117520434
MIR1278	1	193105633	193105713
